episode,name,line
2x05 - World's Greatest Couple,Barney,"Okay. I'd offer you some coffee, but I don't have any, so you're gonna have to...
"
2x05 - World's Greatest Couple,Barney,"I think I left something on the bookshelf. Whoops. Oh, no, oh, look
"
2x05 - World's Greatest Couple,Barney,"Whoa, uh, okay. Beep beep. Backing up, um...
"
2x05 - World's Greatest Couple,Lily,"(walking in)
"
2x05 - World's Greatest Couple,Barney,"What? No. Yes!
"
2x05 - World's Greatest Couple,Barney,"Yes.
"
2x05 - World's Greatest Couple,Barney,"Come on, baby. please, no. You don't understand. What have I done? This is the worst. How could you...?
"
2x05 - World's Greatest Couple,Lily,"Well, she'd have to with your spring-loaded toilet seat, wouldn't she?
"
2x05 - World's Greatest Couple,Barney,"She was freakishly immune to everything in my apartment... Except you. You're better than p*rn.
"
2x05 - World's Greatest Couple,Lily,"Thank you.
"
2x05 - World's Greatest Couple,Barney,"How would you like to extend your stay here? All you'd have to do is pretend to be my wife, and scare off the occasional one-night stand. I know,I know. You've got your ethics. You've got your principles...
"
2x05 - World's Greatest Couple,Lily,"I'll do it.
"
2x05 - World's Greatest Couple,Barney,"Really?
"
2x05 - World's Greatest Couple,Lily,"Barney,you've clearly got some serious mother issues that have left you the emotional equivalent of a scavenging sewer rat. But, in my other apartment, I would be living with an actual scavenging sewer rat, so you win.
"
2x05 - World's Greatest Couple,Barney,"I'll take it.
"
2x05 - World's Greatest Couple,Ted,":
"
2x05 - World's Greatest Couple,Marshall,":
"
2x05 - World's Greatest Couple,Ted,"No, totally. It sounds like a really, really fun, exciting, third date.
"
2x05 - World's Greatest Couple,Robin,"Ooh, third date. You know what that means.
"
2x05 - World's Greatest Couple,Marshall,"It is not a date,okay. It's just two bros taking in a Broadway show.
"
2x05 - World's Greatest Couple,Ted,"You bros going to get dinner beforehand?
"
2x05 - World's Greatest Couple,Marshall,"We might grab a steak, yeah.
"
2x05 - World's Greatest Couple,Ted,"Where at?
"
2x05 - World's Greatest Couple,Marshall,":
"
2x05 - World's Greatest Couple,Robin,"Sounds like Brad's got quite the night planned out. You better bring your ""A"" game. That means no granny panties.
"
2x05 - World's Greatest Couple,Marshall,"All right, you know what? You two are just thr*at because I'm a single guy moving in on your couples' stuff. Well, guess what? It's my territory now. I'm peeing all over brunches, fancy dinners and musicals. That's right. Brad and I are taking back Broadway.
"
2x05 - World's Greatest Couple,Ted,"What are you going to wear?
"
2x05 - World's Greatest Couple,Marshall,"I was thinking like this collared shirt and these pin...
"
2x05 - World's Greatest Couple,Barney,"Can you pass the arts and leisure? (The girl does it. More loudly) Can you pass the arts and leisure?
"
2x05 - World's Greatest Couple,Lily,"(walking in)
"
2x05 - World's Greatest Couple,Barney,"Lily, I can explain...
"
2x05 - World's Greatest Couple,Lily,"How could you? In our own home?
"
2x05 - World's Greatest Couple,Lily,"Just get out. This is what I get after I worked as a stripper for four years to put you through medical school? I got breast implants for you. I...
"
2x05 - World's Greatest Couple,Barney,"Brava. That was incredible. And that slap was genius. You did not hold back.
"
2x05 - World's Greatest Couple,Lily,"Yeah, that I just always wanted to do.
"
2x05 - World's Greatest Couple,Barney,"Fair enough. I have to say, it's kind of nice having food around here for a change.
"
2x05 - World's Greatest Couple,Lily,"You know... Oh nah, never mind.
"
2x05 - World's Greatest Couple,Barney,"What? You're my wife. You can tell me anything.
"
2x05 - World's Greatest Couple,Lily,"Well,if you really wanted to sell this ruse, we should try to make this place a little more... You know, homey. Like... Like a woman would actually live here.
"
2x05 - World's Greatest Couple,Barney,"What did you have in mind?
"
2x05 - World's Greatest Couple,Ted,"Hey,you're home. I didn't think we'd be seeing you until tomorrow morning.
"
2x05 - World's Greatest Couple,Marshall,"Ha,ha,ha,ha. It wasn't a date. Okay, it was a date and it got way weird.
"
2x05 - World's Greatest Couple,Marshall,"Oh, you really don't have to do that.
"
2x05 - World's Greatest Couple,Marshall,"Thanks, Brad.
"
2x05 - World's Greatest Couple,Ted,"Woah!
"
2x05 - World's Greatest Couple,Robin,"Well, it could have been worse. It could have fallen in your lap.
"
2x05 - World's Greatest Couple,Marshall,"It gets worse.
"
2x05 - World's Greatest Couple,Marshall,"No, I can do it, Brad. Okay,thank you.
"
2x05 - World's Greatest Couple,Marshall,"You want me to go to a wedding with you?
"
2x05 - World's Greatest Couple,Ted,"Okay, that's not too bad. Two single guys on the prowl. It'll be like ""Wedding crashers"".
"
2x05 - World's Greatest Couple,Robin,"Just keep Brad away from the bouquet.
"
2x05 - World's Greatest Couple,Marshall,"It gets worse.
"
2x05 - World's Greatest Couple,Marshall,"Vermont?
"
2x05 - World's Greatest Couple,Ted,"You said no, right?
"
2x05 - World's Greatest Couple,Marshall,"Of course.
"
2x05 - World's Greatest Couple,Marshall,"I'll go to Vermont with you.
"
2x05 - World's Greatest Couple,Ted,"I'm sorry. It's not funny anymore.
"
2x05 - World's Greatest Couple,Marshall,"Damn you,brunch! This guy's crazy, right?
"
2x05 - World's Greatest Couple,Ted,"Look,I don't think he's crazy. I just think he's suffering from a severe case of girlfriend withdrawal. And unfortunately, you're his nicotine patch.
"
2x05 - World's Greatest Couple,Robin,"And now you have to do what every dysfunctional couple has to doBreak up.
"
2x05 - World's Greatest Couple,Marshall,"You're right. You're right. I promised brad I would go to the wedding with him,and then that is it.
"
2x05 - World's Greatest Couple,Ted,"Good man.
"
2x05 - World's Greatest Couple,Lily,"Oh,I think we made the right decision going for the custom-made italian sheets.
"
2x05 - World's Greatest Couple,Barney,"Hey, if my bed's going suit up, it's going to do it right. Want to give it a whirl?
"
2x05 - World's Greatest Couple,Lily,"(jumping on the bed)
"
2x05 - World's Greatest Couple,Barney,"All right, I'm going to head out, hit the bars. What are you going to do tonight?
"
2x05 - World's Greatest Couple,Lily,"Oh, I was just going to watch ""Letterman"" but, God this bed is so comfy. I wish you had a TV in here.
"
2x05 - World's Greatest Couple,Barney,"Please.
"
2x05 - World's Greatest Couple,Lily,"I thought you were going out.
"
2x05 - World's Greatest Couple,Barney,"Eh. After the monologue.
"
2x05 - World's Greatest Couple,Marshall,"No. No... No. No! No!
"
2x05 - World's Greatest Couple,Ted,"Hold on.
"
2x05 - World's Greatest Couple,Marshall,"No, Brad, uh, I don't want to hear it. I do like you. And calla lilies are my favorite flower. I don't know how you knew that. I guess you just get me, but this is not cool, man. I can't believe that you would...
"
2x05 - World's Greatest Couple,Marshall,"Hi, Kara. So you guys,are like back together now?
"
2x05 - World's Greatest Couple,Marshall,"Yeah, you should have.
"
2x05 - World's Greatest Couple,Marshall,"Don't, Brad. Just don't.
"
2x05 - World's Greatest Couple,Barney,"Aaaaaah!
"
2x05 - World's Greatest Couple,Lily,"Aaaaaaaaaaah!
"
2x05 - World's Greatest Couple,Barney,"I can't believe we just... You and I... What have we done?
"
2x05 - World's Greatest Couple,Lily,"Nothing. Nothing happened. We... We just went to sleep.
"
2x05 - World's Greatest Couple,Barney,"""Just went to sleep""? I don't sleep in the same bed as a woman and not make a move. How could... You! You spooned me against my will.
"
2x05 - World's Greatest Couple,Lily,"Hey,it takes two to cuddle.
"
2x05 - World's Greatest Couple,Barney,"We... We redecorated my place. We stayed in on a friday night to watch ""Letterman"", and then slept together and didn't have sex? Oh my God! We're in a relationship!
"
2x05 - World's Greatest Couple,Lily,"That's what you think a relationship is?
"
2x05 - World's Greatest Couple,Barney,"You were supposed to be the vaccine, but you gave me the disease. You gotta go.
"
2x05 - World's Greatest Couple,Lily,"Barney. I don't think you're mad at me. You're mad at yourself. You let down your guard, and let someone into your life, and... And it actually felt okay. And that terrifies you.
"
2x05 - World's Greatest Couple,Barney,"Uh-uh. You gotta go.
"
2x05 - World's Greatest Couple,Lily,"Hey, you can't just kick me out! I put a lot of work into this place, and I've grown accustomed to a certain standard of living.
"
2x05 - World's Greatest Couple,Barney,"""A certain standard of living""? You didn't pay a single...
"
2x05 - World's Greatest Couple,Marshall,"Oh my God, it's Brad. Laugh like I said something really funny.
"
2x05 - World's Greatest Couple,Ted,"That was great.
"
2x05 - World's Greatest Couple,Marshall,"Right? Right?
"
2x05 - World's Greatest Couple,Marshall,"Oh, hey, hey, how's it going?
"
2x05 - World's Greatest Couple,Ted,"Yeah, I know who you are.
"
2x05 - World's Greatest Couple,Marshall,"Yeah, me too, but more important.
"
2x05 - World's Greatest Couple,Marshall,"Sure. Sure.
"
2x05 - World's Greatest Couple,Ted,Totally looks fat.
1x10 - The Pineapple Incident,Ted," We're not really doing shots, are we?
"
1x10 - The Pineapple Incident,Lily," I hope not.
"
1x10 - The Pineapple Incident,Barney," No, no.
"
1x10 - The Pineapple Incident,Lily," These look kinda like blood.
"
1x10 - The Pineapple Incident,Marshall," OK, I know that you've all dismissed this theory before, but is there any chance that Carl is a vampire?
"
1x10 - The Pineapple Incident,Barney," That's ridiculous.
"
1x10 - The Pineapple Incident,Marshall," I'm serious. Think about it. He always wears black, we never see him in the daylight, only after dark.
"
1x10 - The Pineapple Incident,Robin," Oh my God, that does describe a vampire, or you know, a bartender.
"
1x10 - The Pineapple Incident,Robin," Well, I should go get dressed.
"
1x10 - The Pineapple Incident,Ted," Where are you going, buddy? Hot date?
"
1x10 - The Pineapple Incident,Lily," I'll say, she's going out with a billionaire.
"
1x10 - The Pineapple Incident,Robin," Lily, I told you not to call him that.
"
1x10 - The Pineapple Incident,Ted," Wait, you're really going out with a billionaire?
"
1x10 - The Pineapple Incident,Robin," He's not a billionaire. He's a hundred millionaire. Why do people always round up?
"
1x10 - The Pineapple Incident,Ted," So, uh, where's Thurston Howell taking you?
"
1x10 - The Pineapple Incident,Robin," A charity dinner.
"
1x10 - The Pineapple Incident,Lily," Yeah, $2000 a plate.
"
1x10 - The Pineapple Incident,Robin," $1500, Stop rounding up. And it's for third world hunger.
"
1x10 - The Pineapple Incident,Barney," You gonna put out?
"
1x10 - The Pineapple Incident,Barney," What? There's only one reason he's taking her to this dinner and it's not so little Mutu can get his malaria pills.
"
1x10 - The Pineapple Incident,Lily," I think my soul just threw up a little bit.
"
1x10 - The Pineapple Incident,Robin," Well, I'm gonna be late. You guys have fun. Bye.
"
1x10 - The Pineapple Incident,Ted," See ya.
"
1x10 - The Pineapple Incident,Lily," Bye.
"
1x10 - The Pineapple Incident,Marshall," You OK?
"
1x10 - The Pineapple Incident,Ted," Sure, why?
"
1x10 - The Pineapple Incident,Marshall," I don't know. Girl of your dreams dating a billionaire.
"
1x10 - The Pineapple Incident,Ted," OK, first of all, hundred millionaire. And second, she's not the girl of my dreams. We're just friend. Look, it would not be smart if we got together. I mean, I'm looking to settle down. She's looking for...
"
1x10 - The Pineapple Incident,Barney," What? You done? Great. Check out table number four. See that little hottie on the end. She's short but has an ample bosom. I love it. She's like half-boob. Let's go.
"
1x10 - The Pineapple Incident,Ted," Yeah, and say what? What's our big opening line?
"
1x10 - The Pineapple Incident,Barney," Daddy's home.
"
1x10 - The Pineapple Incident,Ted," Daddy's home?
"
1x10 - The Pineapple Incident,Barney," Yeah.
"
1x10 - The Pineapple Incident,Ted," You want us to go over there right now and say to those girls, 'daddy's home.' Really think about that, Barney.
"
1x10 - The Pineapple Incident,Barney," Hm. Yeah, I think it's pretty solid.
"
1x10 - The Pineapple Incident,Marshall," OK, think about this, is there even a single item on the menu that has garlic in it?
"
1x10 - The Pineapple Incident,Lily," Garlic fries.
"
1x10 - The Pineapple Incident,Marshall," OK, well, I'll get back to you.
"
1x10 - The Pineapple Incident,Ted," Oh, daddy's back. See, if you'd taken a moment to think about that...
"
1x10 - The Pineapple Incident,Barney,"  Then Daddy wouldn't have gotten this seven-digit Father's Day card from Amy, huh?
"
1x10 - The Pineapple Incident,Ted," That worked. I hate the world.
"
1x10 - The Pineapple Incident,Barney," Ted, your problem is all you do is think, think, think. I'm teaching you how to do, do, do.
"
1x10 - The Pineapple Incident,Marshall," Doo-doo.
"
1x10 - The Pineapple Incident,Barney," Totally.
"
1x10 - The Pineapple Incident,Ted," So, I think a lot. I happen to have a very powerful brain. It can't be helped.
"
1x10 - The Pineapple Incident,Barney," Oh yes it can.
"
1x10 - The Pineapple Incident,Marshall," Interesting
"
1x10 - The Pineapple Incident,Barney," Ted, I believe you and I met for a reason. It's like the universe was saying, hey, Barney, there's this dude, he's pretty cool but it's your job to make him awesome. Your brain screws you up, Ted. It gets in the way. It happened with Robin, it happened with half-boob. And it's gonna keep on happening until you power down that bucket of neuroses inebriation-style.
"
1x10 - The Pineapple Incident,Ted," So, what? You want me to do a sh*t.
"
1x10 - The Pineapple Incident,Barney," Oh no. I want you to do five shots.
"
1x10 - The Pineapple Incident,Marshall," Oooh, more interesting.
"
1x10 - The Pineapple Incident,Ted," Barney, I think you've officially...
"
1x10 - The Pineapple Incident,Barney," No, don't think. Do.
"
1x10 - The Pineapple Incident,Marshall," Ted, he's right. You overthink. Maybe you should overdrink.
"
1x10 - The Pineapple Incident,Barney,"Marshall,  Drink, drink, drink, drink...
"
1x10 - The Pineapple Incident,Ted," Ah, Lily, will you tell these guys how stupid they're being?
"
1x10 - The Pineapple Incident,Lily," Guys, you are being immature and moronic and drink, drink, drink
"
1x10 - The Pineapple Incident,Barney,"Marshall, Lily,  Drink, drink, drink, drink, drink...
"
1x10 - The Pineapple Incident,Barney,"Marshall, Lily,  Yes! Drink, drink, drink...
"
1x10 - The Pineapple Incident,Ted," Let me tell you something about this brain, OK?
"
1x10 - The Pineapple Incident,Barney,"Marshall, Lily,  Drink! Drink, drink...
"
1x10 - The Pineapple Incident,Ted," Even alcohol cannot stop this brain.
"
1x10 - The Pineapple Incident,Barney," I love it, I love it, I love it.
"
1x10 - The Pineapple Incident,Lily,"Marshall,  Drink, drink, drink...
"
1x10 - The Pineapple Incident,Ted," This brain, dear mortals, is no ordinary brain.
"
1x10 - The Pineapple Incident,Barney,"Marshall, Lily,  Drink, drink, drink, drink...
"
1x10 - The Pineapple Incident,Ted," This is a superbrain.
"
1x10 - The Pineapple Incident,Ted," This brain is unstoppable. This brain...
"
1x10 - The Pineapple Incident,Lily,"  There's our rock star
"
1x10 - The Pineapple Incident,Ted," OK, what the hell happened last night?
"
1x10 - The Pineapple Incident,Marshall," You really don't remember, Superbrain?
"
1x10 - The Pineapple Incident,Ted," I drank all five, bitch.
"
1x10 - The Pineapple Incident,Marshall,"  I love drunk Ted.
"
1x10 - The Pineapple Incident,Ted," Marshall thinks you're a vampire.
"
1x10 - The Pineapple Incident,Lily," No dibs. 
"
1x10 - The Pineapple Incident,Marshall," Oh. 
"
1x10 - The Pineapple Incident,Barney," No....Dammit.
"
1x10 - The Pineapple Incident,Ted," How quickly you all forget. I haven't puked since high school. I am vomit-free since ninety-three. Vomit free since ninety-three. That's funny. I'm funny.
"
1x10 - The Pineapple Incident,Lily," Who are you calling?
"
1x10 - The Pineapple Incident,Ted," Robin.
"
1x10 - The Pineapple Incident,Marshall," Oh, bad idea.
"
1x10 - The Pineapple Incident,Barney," No, no, that's a great idea. That's the whole point of getting drunk. You do things you would never do in a million years if you were sober.
"
1x10 - The Pineapple Incident,Lily," Says every girl you've ever slept with.
"
1x10 - The Pineapple Incident,Marshall,"  Say what?!
"
1x10 - The Pineapple Incident,Ted," Hello Robin, it's Ted.
"
1x10 - The Pineapple Incident,Robin," Oh hi Ted.
"
1x10 - The Pineapple Incident,Ted," Hello Robin, it's Ted.
"
1x10 - The Pineapple Incident,Robin," Hi Ted. Sounds like you're having fun.
"
1x10 - The Pineapple Incident,Ted," Robin, have I ever told you that I'm vomit-free since ninety-three?
"
1x10 - The Pineapple Incident,Robin," Listen, Ted, I can't really talk right... '93? Dude, that's impressive.
"
1x10 - The Pineapple Incident,Ted," I don't say this enough, but you're a great woman, and a great reporter. You should be on 60 Minutes. You should be one of the minutes.
"
1x10 - The Pineapple Incident,Robin," That's sweet and odd. But I'm kinda on a date right now.
"
1x10 - The Pineapple Incident,Ted," Yeah, and I disagree with Barney. Just 'cause this guy is spending a lot of money doesn't mean you have to put out. Take it slow, Robin, take it slow. Slow.
"
1x10 - The Pineapple Incident,Robin," Bye Ted.
"
1x10 - The Pineapple Incident,Ted," Slow.
"
1x10 - The Pineapple Incident,Marshall," Wow, right, that's why we don't do shots.
"
1x10 - The Pineapple Incident,Lily," Friends don't let friends drink and dial.
"
1x10 - The Pineapple Incident,Ted," I need that phone back.
"
1x10 - The Pineapple Incident,Lily," You'll get this back at the end of class.
"
1x10 - The Pineapple Incident,Barney," Ding, class dismissed. Here you go, kid, you call whoever you want.
"
1x10 - The Pineapple Incident,Ted," Thank you kind sir. At least someone appreciates the fact that I'm doing and not thinking. And now I don't think I won't not go to the bathroom.
"
1x10 - The Pineapple Incident,Barney,"Lily: Was that necessary? He is not making smart decisions.  Exactly. It's like, what's he gonna do next. I don't know, but I want to find out.
"
1x10 - The Pineapple Incident,Lily," Was that necessary? He is not making smart decisions.  Exactly. It's like, what's he gonna do next. I don't know, but I want to find out.
"
1x10 - The Pineapple Incident,Marshall," Cheap Trick? Oh Ted.
"
1x10 - The Pineapple Incident,Robin," Hello again, Ted.
"
1x10 - The Pineapple Incident,Ted," Hey, it's me again.
"
1x10 - The Pineapple Incident,Ted,"  Plain to see again.
"
1x10 - The Pineapple Incident,Ted,"  Please can I see you every day?
"
1x10 - The Pineapple Incident,Ted,"  I love everyone in this bar.
"
1x10 - The Pineapple Incident,Marshall," And we love you, drunk Ted.
"
1x10 - The Pineapple Incident,Ted,"  I'm a fool again.
"
1x10 - The Pineapple Incident,Ted,"  I fell in love...
"
1x10 - The Pineapple Incident,Robin," Ted?
"
1x10 - The Pineapple Incident,Ted," Well, that explains the ankle.
"
1x10 - The Pineapple Incident,Lily," And then we brought you home and put you to bed.
"
1x10 - The Pineapple Incident,Ted," Was there anyone else in there with me?
"
1x10 - The Pineapple Incident,Lily," There's a girl in there.
"
1x10 - The Pineapple Incident,Ted," I know.
"
1x10 - The Pineapple Incident,Marshall," And a pineapple.
"
1x10 - The Pineapple Incident,Ted," I know.
"
1x10 - The Pineapple Incident,Lily," Who is she?
"
1x10 - The Pineapple Incident,Ted," I don't know.
"
1x10 - The Pineapple Incident,Ted," What the hell happened to my jacket? Marshall: Whoa.
"
1x10 - The Pineapple Incident,Marshall," What the hell happened to my jacket?  Whoa.
"
1x10 - The Pineapple Incident,Ted,"Lily: That girl in there is alive, right?  I should call Barney, maybe he knows what happened.
"
1x10 - The Pineapple Incident,Lily," That girl in there is alive, right?  I should call Barney, maybe he knows what happened.
"
1x10 - The Pineapple Incident,Barney," Hello.
"
1x10 - The Pineapple Incident,Ted," Why are you sleeping in our tub?
"
1x10 - The Pineapple Incident,Barney," The porcelain keeps the suit from wrinkling.
"
1x10 - The Pineapple Incident,Lily," Wait, were you here when I went to the bathroom in the middle of the night?
"
1x10 - The Pineapple Incident,Barney," Don't worry, I slept through it.  I totally didn't sleep through it. For a little girl, you've got a big t*nk.
"
1x10 - The Pineapple Incident,Marshall," How did you get in here anyway? We put Ted to bed around one.
"
1x10 - The Pineapple Incident,Barney," Oh, you put Ted to bed all right.
"
1x10 - The Pineapple Incident,Ted," You guys take care of me. You guys are the best. I love you guys so much.
"
1x10 - The Pineapple Incident,Lily," Good night, Ted.
"
1x10 - The Pineapple Incident,Marshall," Love you too, buddy.
"
1x10 - The Pineapple Incident,Ted," I'm back baby doll!
"
1x10 - The Pineapple Incident,Barney," Hey, hey hey hey, he rallies. And the night begins now.
"
1x10 - The Pineapple Incident,Barney," All right, game face on. Carl, two more. All right, all right, what do we think of this one?
"
1x10 - The Pineapple Incident,Ted," I think....
"
1x10 - The Pineapple Incident,Barney," Ehhh! Trick question, no thinking. You know what time it is? It's do o'clock. Let's ride.
"
1x10 - The Pineapple Incident,Ted," Bring it.
"
1x10 - The Pineapple Incident,Barney," Have you met Ted?
"
1x10 - The Pineapple Incident,Barney,"  Excuse me.
"
1x10 - The Pineapple Incident,Barney," You're calling Robin.
"
1x10 - The Pineapple Incident,Ted," I'm calling Robin.
"
1x10 - The Pineapple Incident,Barney," Ted, as your mentor and spiritual guide, I forbid you from calling her.
"
1x10 - The Pineapple Incident,Ted," Oh yeah? What you gonna do?
"
1x10 - The Pineapple Incident,Barney," If you complete that call, I will set your coat on fire.
"
1x10 - The Pineapple Incident,Ted," You're bluffing.
"
1x10 - The Pineapple Incident,Ted," Hello, Robin, it's Ted.
"
1x10 - The Pineapple Incident,Robin," Ted, for the last time, stop.
"
1x10 - The Pineapple Incident,Robin," Ted!
"
1x10 - The Pineapple Incident,Ted," You set me on fire.
"
1x10 - The Pineapple Incident,Barney," Real suede wouldn't have gone up so fast. You got robbed, this is a blend.
"
1x10 - The Pineapple Incident,Ted," You set me on fire. And who's the girl in my bed?
"
1x10 - The Pineapple Incident,Barney,"  There's a girl in your bed.
"
1x10 - The Pineapple Incident,Marshall," And a pineapple. Am I the only one who's curious about the pineapple?
"
1x10 - The Pineapple Incident,Barney," Who is she?
"
1x10 - The Pineapple Incident,Ted," I have no idea.
"
1x10 - The Pineapple Incident,Barney," Nice.
"
1x10 - The Pineapple Incident,Ted," You really don't know who that is?
"
1x10 - The Pineapple Incident,Barney," No, after I hosed you down with a beverage g*n, I brought you back here.
"
1x10 - The Pineapple Incident,Ted," I better not have gotten b*rned.
"
1x10 - The Pineapple Incident,Ted," Did any of you write that?
"
1x10 - The Pineapple Incident,Lily,"  Hi, I'm Ted, if lost, please call...Who's number is that?
"
1x10 - The Pineapple Incident,Ted," I don't know.
"
1x10 - The Pineapple Incident,Marshall," Dude, call it. Hold on, I'm gonna make some popcorn.
"
1x10 - The Pineapple Incident,Marshall," OK, you can call now. God, this is intense, I love it.
"
1x10 - The Pineapple Incident,Ted," Uh, hi, who is this?
"
1x10 - The Pineapple Incident,Ted," It's Ted.
"
1x10 - The Pineapple Incident,Ted," Barney, you've always taken care of me. You are a gentleman and a scholar. Go into my s*ab and take my finest stallion. He's yours, his name is Windjammer.
"
1x10 - The Pineapple Incident,Barney," Sleep it off, bra.
"
1x10 - The Pineapple Incident,Ted," I'm back, baby doll!  And I am gonna throw up.
"
1x10 - The Pineapple Incident,Ted," I threw up? My streak is over. Vomit-free since '05 doesn't sound good. Sorry, Carl, go on.
"
1x10 - The Pineapple Incident,Ted," Carl, did you know the word karaoke is Japanese for empty orchestra? Isn't that hauntingly beautiful? Are you a vampire? Carl: I am cutting you off. Go home and get some sleep, Ted.
"
1x10 - The Pineapple Incident,Ted," Yeah, sun's gonna come up soon. Wouldn't want to be around for that, would we?
"
1x10 - The Pineapple Incident,Ted," Hey, how easy do you think it'll be to sneak into the zoo? I have to see some penguins, like right now.
"
1x10 - The Pineapple Incident,Ted," That tickles.
"
1x10 - The Pineapple Incident,Ted," Thanks Carl. We can't just be friends, we're attracted to each other and we both know it.
"
1x10 - The Pineapple Incident,Ted," Me and Robin. Me and Robin, I have to make one more call.
"
1x10 - The Pineapple Incident,Ted," Hey, it's me again. Look, who are we kidding? You and I are both attracted to each other. We're young, we're drunk, half of us anyway. And we only get one life, so shy don't you come over to my apartment and we'll think of something stupid to do together? Really? Great. Wait, really? Great.
"
1x10 - The Pineapple Incident,Ted," Thanks Carl.
"
1x10 - The Pineapple Incident,Ted," It's Robin. That's Robin in there.
"
1x10 - The Pineapple Incident,Marshall," Did you guys?
"
1x10 - The Pineapple Incident,Barney," Oh come on. You've gotta give me this one. Those five shots got you farther with Robin than your brain ever did. See what happens when you don't think? You do! More importantly, you do Robin. Come on.
"
1x10 - The Pineapple Incident,Lily," All right, right over here.
"
1x10 - The Pineapple Incident,Ted," Still, what does this mean? Are we dating now? I mean, I never pictured it going down this way, but maybe that's how it had to happen. I mean, think about it...
"
1x10 - The Pineapple Incident,Barney," Someone get him a sh*t, he's thinking again.
"
1x10 - The Pineapple Incident,Marshall," Maybe it's not such a bad idea to think about this one. You and Robin went down this road before, you got dinged up pretty bad.
"
1x10 - The Pineapple Incident,Lily," You know who might have something to say about Ted's future with Robin? Robin. Go wake her up.
"
1x10 - The Pineapple Incident,Ted," Wake her up and say what?
"
1x10 - The Pineapple Incident,Barney," Daddy's home.
"
1x10 - The Pineapple Incident,Marshall," Good luck buddy.
"
1x10 - The Pineapple Incident,Ted," Hello.
"
1x10 - The Pineapple Incident,Robin," Ted, it's Robin.
"
1x10 - The Pineapple Incident,Ted," Are you sure?
"
1x10 - The Pineapple Incident,Ted," Hey, Robin, how are you?
"
1x10 - The Pineapple Incident,Robin," Ted, I think you and I should have a talk about those phone calls last night. Do you mind if I swing by?
"
1x10 - The Pineapple Incident,Marshall," Ask her about the pineapple.
"
1x10 - The Pineapple Incident,Ted," Yeah, sure, come on over.
"
1x10 - The Pineapple Incident,Robin," Thanks.
"
1x10 - The Pineapple Incident,Ted," No, wait, don't, no.
"
1x10 - The Pineapple Incident,Ted," She's coming over. Crap.
"
1x10 - The Pineapple Incident,Lily," Wait, this is k*ll me. We have to find out who that girl is.
"
1x10 - The Pineapple Incident,Barney," Daddy's home.
"
1x10 - The Pineapple Incident,Barney," OK, fair enough. I've got to prove a point to a friend, so you just gave me your number and your name is Amy.
"
1x10 - The Pineapple Incident,Barney," Ladies.
"
1x10 - The Pineapple Incident,Ted," I love everyone in this bar.
"
1x10 - The Pineapple Incident,Ted," What are you doing in the men's room? What am I doing in the ladies' room? Oh right, I came in here 'cause I thought I was gonna throw up.
"
1x10 - The Pineapple Incident,Ted," I did not.
"
1x10 - The Pineapple Incident,Ted," And the streak continues. Vomit-free since '93.
"
1x10 - The Pineapple Incident,Ted," Sorry, Trudy, go on.
"
1x10 - The Pineapple Incident,Ted," What? The karaoke? Domo arigato.
"
1x10 - The Pineapple Incident,Ted," Do it.
"
1x10 - The Pineapple Incident,Ted," I'm something stupid, do me.
"
1x10 - The Pineapple Incident,Ted," Hey, can I call you sometime? Trudy: OK.
"
1x10 - The Pineapple Incident,Ted," Why do they call it karaoke anyhow? Was it invented by a woman named Carrie Okie? These are the kinds of things I think about. Trudy: Karaoke is Japanese for empty orchestra.
"
1x10 - The Pineapple Incident,Ted," That's hauntingly beautiful.
"
1x10 - The Pineapple Incident,Ted," Hey, it works.
"
1x10 - The Pineapple Incident,Ted," I need to make one more call.
"
1x10 - The Pineapple Incident,Ted," Hey, it's me again.
"
1x10 - The Pineapple Incident,Ted," Look, who are we kidding? You and I are both attracted to each other. We're young, we're drunk, half of us anyway. And we only get one life.
"
1x10 - The Pineapple Incident,Marshall," Dammit, Trudy, what about the pineapple? Sorry.
"
1x10 - The Pineapple Incident,Ted," Uh, Robin's here. Um, look, Trudy, I need you to hide in my bedroom.
"
1x10 - The Pineapple Incident,Ted," No, that's not my girlfriend. Look, it's complicated.
"
1x10 - The Pineapple Incident,Ted," No, I'm not married. Um, I'll explain after you hide.
"
1x10 - The Pineapple Incident,Ted," Hi.
"
1x10 - The Pineapple Incident,Robin," Hey guys.
"
1x10 - The Pineapple Incident,Barney," Robin.
"
1x10 - The Pineapple Incident,Lily," Hi Robin.
"
1x10 - The Pineapple Incident,Barney," Top of the morning.
"
1x10 - The Pineapple Incident,Ted," Um, sorry I kept calling you like that. I was very drunk.
"
1x10 - The Pineapple Incident,Robin," No kidding. Those calls were really weird. Look, Ted, maybe we need to talk.
"
1x10 - The Pineapple Incident,Lily," Let's go get a snack.
"
1x10 - The Pineapple Incident,Marshall," I love to snack.
"
1x10 - The Pineapple Incident,Barney," I'm good.
"
1x10 - The Pineapple Incident,Ted," Come on, those calls weren't that weird.
"
1x10 - The Pineapple Incident,Ted,"  Robin! Come hang out! OK, I'm gonna make this sound until you come hang out.
"
1x10 - The Pineapple Incident,Robin," That goes on for three-and a half minutes.
"
1x10 - The Pineapple Incident,Ted," Without a breath? That's gotta be some kind of record.
"
1x10 - The Pineapple Incident,Robin," Ted, you can't do this. Please, we're to be friends and now you're making it all confusing.
"
